Customer ID,Customer Status,Date Order was placed,Delivery Date,Order ID,Product ID,Quantity Ordered,Total Retail Price for This Order,Cost Price Per Unit
2724,Gold,2017-01-20,2017-01-20,123006945,240100100556,2,223.6,49
4607,Gold,2017-01-20,2017-01-20,123007022,240500100044,2,142.4,28.5
5400,Silver,2017-01-20,2017-01-20,123003638,220101400287,1,46.8,21.35
5961,Gold,2017-01-20,2017-01-23,123005969,240300200058,3,270,40.9
7076,Gold,2017-01-20,2017-01-21,123006876,230100500066,1,12.7,6.1
7292,SILVER,2017-01-20,2017-01-24,123005591,220100100431,1,57.4,28.8
7686,Gold,2017-01-20,2017-01-20,123007135,220200300115,1,84.9,38.65
8524,Gold,2017-01-20,2017-01-20,123003656,240400200023,1,131.7,55
8847,GOLD,2017-01-20,2017-01-20,123004408,240100100516,1,25.3,10.95
10550,Silver,2017-01-20,2017-01-25,123007230,240500200113,1,42.2,20.05
11543,Silver,2017-01-20,2017-01-20,123005605,240100100260,1,28.2,11.8
12149,Silver,2017-01-20,2017-01-20,123005991,220200300145,1,80.5,36.65
12390,Silver,2017-01-20,2017-01-20,123003709,240100100431,1,3,1.15
14021,Gold,2017-01-20,2017-01-20,123007369,220101400150,1,28.2,12.9
18731,SILVER,2017-01-20,2017-01-20,123005115,210201000050,1,19.5,8.95
19999,Silver,2017-01-20,2017-01-21,123006879,230100500055,1,25.5,10.75
21696,GOLD,2017-01-20,2017-01-20,123005612,220200100126,1,33.4,16.8
22706,Gold,2017-01-20,2017-01-20,123005139,230100100058,4,193.2,20.5
27652,GOLD,2017-01-20,2017-01-20,123004679,220200100211,1,103.5,51.85
28252,Silver,2017-01-20,2017-01-23,123007740,240100400098,1,251.8,125.85
32338,Silver,2017-01-20,2017-01-20,123004448,240100400060,1,127.4,97.1
32948,Silver,2017-01-20,2017-01-20,123004710,220200100066,1,86.6,43.4
33258,SILVER,2017-01-20,2017-01-23,123007800,240100100719,1,41.1,17.9
35118,Silver,2017-01-20,2017-01-27,123005695,220200100117,2,375.8,94.05
35291,Silver,2017-01-20,2017-01-20,123003981,210201000086,1,17.1,7.65
36215,Silver,2017-01-20,2017-01-22,123003990,240400300008,1,39.3,16.35
37259,Silver,2017-01-20,2017-01-20,123005719,240100200001,1,15.9,6.3
37512,Silver,2017-01-20,2017-01-20,123006578,230100100051,2,369.8,78.15
38202,Gold,2017-01-20,2017-01-20,123005731,230100500067,1,39.2,20.05
38515,GOLD,2017-01-20,2017-01-23,123007938,240500100006,1,46.1,21.05
40539,Silver,2017-01-20,2017-01-20,123003308,230100500056,2,16,3.5
42403,Gold,2017-01-20,2017-01-20,123008068,230100500061,1,18.3,8.05
42417,Gold,2017-01-20,2017-01-22,123004047,230100500077,1,173,72.75
43495,SILVER,2017-01-20,2017-01-20,123004763,240600100010,1,16,6.5
44023,GOLD,2017-01-20,2017-01-20,123004073,220100300012,2,22.8,5.6
44946,Gold,2017-01-20,2017-01-20,123003344,240100100528,5,270.5,23.85
45324,Platinum,2017-01-20,2017-01-23,123004126,230100600005,1,129.8,63.2
46002,Gold,2017-01-20,2017-01-20,123008193,230100200037,1,75.4,37.8
46398,Silver,2017-01-20,2017-01-25,123003347,210200600048,2,79.8,18.75
46513,Silver,2017-01-20,2017-01-21,123008213,240700200019,1,16.9,8.6
46869,Silver,2017-01-20,2017-01-20,123004137,220200100099,2,315.6,79
47722,Gold,2017-01-20,2017-01-25,123006110,240200200060,2,369,73.85
48400,GOLD,2017-01-20,2017-01-20,123004179,220200100160,3,104.7,17.55
48782,Platinum,2017-01-20,2017-01-24,123008301,240100400098,1,251.8,125.85
49696,SILVER,2017-01-20,2017-01-20,123005797,220100100296,1,84.3,42.25
49961,Silver,2017-01-20,2017-01-20,123006121,230100600027,1,96,48.1
51462,GOLD,2017-01-20,2017-01-20,123004228,220200100099,2,315.6,79
53021,Gold,2017-01-20,2017-01-25,123004769,220100400016,1,70.8,32.15
54081,SILVER,2017-01-20,2017-01-25,123008435,210200200013,1,22.2,9.65
55091,Gold,2017-01-20,2017-01-20,123008481,220100500023,1,116.2,51.25
56625,Silver,2017-01-20,2017-01-21,123008539,240100200014,1,55.4,22.8
56858,Silver,2017-01-20,2017-01-20,123004797,240100400022,1,187.3,87.35
57023,Gold,2017-01-20,2017-01-26,123005831,220100100614,1,59.1,29.65
57107,Silver,2017-01-20,2017-01-20,123008567,240700400001,1,62.8,27.3
57266,GOLD,2017-01-20,2017-01-20,123005845,240100200002,2,30.6,6.05
60401,SILVER,2017-01-20,2017-01-20,123005880,220200100073,1,68.8,34.5
61021,SILVER,2017-01-20,2017-01-20,123004344,220100400026,1,120.5,54.85
61330,Gold,2017-01-20,2017-01-20,123003398,240100100724,3,498.6,70.7
61913,Silver,2017-01-20,2017-01-20,123005254,220200200015,2,210.2,47.75
62080,Silver,2017-01-20,2017-01-20,123004819,230100600018,1,64.2,32.2
63053,Gold,2017-01-20,2017-01-20,123008721,240100400019,1,113.4,54.5
65434,SILVER,2017-01-20,2017-01-20,123006697,240300100033,2,62,14.75
71955,Silver,2017-01-20,2017-01-25,123005268,210200100001,1,12.8,5.65
74401,Gold,2017-01-20,2017-01-23,123004895,240300100034,2,95.8,21.75
75281,Silver,2017-01-20,2017-01-21,123003436,220100100142,2,55.8,14.05
77447,Silver,2017-01-20,2017-01-21,123003470,210200600114,2,162.2,34.55
77766,Gold,2017-01-20,2017-01-24,123006306,220101100034,1,11.8,5
78173,Gold,2017-01-20,2017-01-22,123004918,240500200009,1,14.1,5.95
79089,Silver,2017-01-20,2017-01-21,123006315,220200100113,1,139.9,70.05
80953,Gold,2017-01-20,2017-01-20,123003490,230100600005,2,259.6,63.2
81083,Silver,2017-01-20,2017-01-20,123006335,230100500026,1,247.5,109.55
82405,Silver,2017-01-20,2017-01-20,123004972,240100100392,1,133.3,59.95
85589,Silver,2017-01-20,2017-01-24,123005421,240100100665,1,41.5,17.25
85808,Gold,2017-01-20,2017-01-20,123005027,210200700003,1,21.2,8.3
87135,SILVER,2017-01-20,2017-01-20,123006372,220200100230,1,111.7,55.95
87996,Gold,2017-01-20,2017-01-25,123003566,240200100136,1,756.7,436.9
89767,SILVER,2017-01-20,2017-01-20,123005473,220101400328,1,18.8,8.75
89958,GOLD,2017-01-20,2017-01-20,123005475,230100100015,2,213.8,45.5
91016,Silver,2017-01-20,2017-01-20,123005500,240800200005,2,44.75,8.95
91776,Platinum,2017-01-20,2017-01-20,123006429,230100100036,2,68.6,15.95
92364,Silver,2017-01-20,2017-01-20,123005534,210200200014,1,24.2,10.6
92406,Silver,2017-01-20,2017-01-23,123003562,240200100223,1,123.4,59.95
92750,Gold,2017-01-20,2017-01-20,123005538,240400200057,1,128.5,58.05
93010,Silver,2017-01-20,2017-01-23,123005080,230100600028,1,96.7,48.45
94123,Gold,2017-01-20,2017-01-20,123005548,220200300124,3,207,31.4
308,Silver,2017-01-21,2017-01-21,123010177,230100600005,1,129.8,63.2
803,Silver,2017-01-21,2017-01-21,123012493,220100100037,1,24.2,12.2
2720,GOLD,2017-01-21,2017-01-21,123010811,220200100097,1,89.8,45
4907,Gold,2017-01-21,2017-01-21,123011336,240100100703,2,159.8,34.3
5180,Gold,2017-01-21,2017-01-21,123010816,220101300003,1,40.1,17.85
9185,Gold,2017-01-21,2017-01-21,123012630,220101400100,1,52,23.7
11202,SILVER,2017-01-21,2017-01-21,123012145,240600100165,1,22.8,9.75
11585,Gold,2017-01-21,2017-01-23,123012725,240700400003,1,12.4,5.6
13203,Gold,2017-01-21,2017-01-21,123011775,230100600003,1,17.2,7.55
14285,Silver,2017-01-21,2017-01-26,123011778,240300100015,2,72.8,17.55
18840,Silver,2017-01-21,2017-01-21,123011368,220200100093,1,100.4,50.3
19086,SILVER,2017-01-21,2017-01-21,123008838,240100100153,2,1.25,0.25
19903,Gold,2017-01-21,2017-01-21,123010241,240100100678,1,49.8,21.25
20953,Silver,2017-01-21,2017-01-21,123011418,220100100123,1,55.1,27.65
21017,Silver,2017-01-21,2017-01-26,123012833,240500100017,2,107,23.75
22196,Gold,2017-01-21,2017-01-21,123011423,240100100673,2,119.8,25.35
23143,Platinum,2017-01-21,2017-01-26,123009564,230100600030,1,86.3,41.4
26608,GOLD,2017-01-21,2017-01-25,123010260,230100700011,2,504,103.95
27647,Silver,2017-01-21,2017-01-21,123010927,220101100008,1,14.3,4.8
28790,Silver,2017-01-21,2017-01-21,123009644,220100200020,1,45.5,18.25
31712,GOLD,2017-01-21,2017-01-21,123011489,220200100084,2,213,51.55
32299,Gold,2017-01-21,2017-01-21,123011493,240200100152,1,293.9,168.05
33952,Silver,2017-01-21,2017-01-26,123008904,220101200024,3,77.1,11.15
34619,Gold,2017-01-21,2017-01-21,123011511,240200200060,1,184.5,73.85
36190,GOLD,2017-01-21,2017-01-21,123013222,240100400059,1,170.8,128.3
37088,Gold,2017-01-21,2017-01-21,123013244,220200300161,1,22.6,9.65
39577,Silver,2017-01-21,2017-01-21,123009763,240500200095,1,29.1,13.95
41027,GOLD,2017-01-21,2017-01-21,123009764,220101200011,2,158,31.55
41909,Silver,2017-01-21,2017-01-21,123013397,220101400132,1,54.7,24.95
41993,Silver,2017-01-21,2017-01-21,123011549,240500200104,1,54,22.5
42789,GOLD,2017-01-21,2017-01-23,123010384,240700400036,1,6.2,2.75
43819,Silver,2017-01-21,2017-01-21,123011580,240100200001,1,15.9,6.3
44696,SILVER,2017-01-21,2017-01-21,123008927,240100400118,2,525.6,125.15
45010,Silver,2017-01-21,2017-01-23,123010427,240200100166,1,54.7,26.05
45444,Gold,2017-01-21,2017-01-21,123010109,240100100328,1,34.5,15.35
45527,GOLD,2017-01-21,2017-01-21,123013513,210201100005,1,37.1,16.15
46714,SILVER,2017-01-21,2017-01-21,123010984,240100400069,1,93.3,39.95
48112,Silver,2017-01-21,2017-01-27,123009859,230100700008,1,494.4,241
48454,Gold,2017-01-21,2017-01-21,123010115,230100100013,2,226.2,58.9
48710,GOLD,2017-01-21,2017-01-21,123013562,220200100046,1,115.8,58
49415,SILVER,2017-01-21,2017-01-21,123011595,220200300106,1,78.3,35.75
49487,Gold,2017-01-21,2017-01-21,123011604,230100600031,1,88.5,42.45
51202,SILVER,2017-01-21,2017-01-22,123009914,220200100012,1,58.7,28.25
53687,Silver,2017-01-21,2017-01-21,123013696,240400300029,1,6.8,2.75
54329,Gold,2017-01-21,2017-01-21,123009929,220200300152,1,78.4,39.15
54941,Gold,2017-01-21,2017-01-21,123013717,240100100112,1,6.1,2.95
55274,SILVER,2017-01-21,2017-01-21,123011012,230100300020,1,38.8,16.25
55695,GOLD,2017-01-21,2017-01-21,123013734,220100300019,2,71.2,16.7
56361,Silver,2017-01-21,2017-01-21,123011034,220101400274,1,49.5,22.6
56928,Silver,2017-01-21,2017-01-21,123013763,220100100111,1,33.5,16.85
57131,Silver,2017-01-21,2017-01-21,123013769,220100700030,1,143,68.15
57302,Silver,2017-01-21,2017-01-21,123012240,220100100632,1,46.4,23.3
57401,Gold,2017-01-21,2017-01-27,123011058,240100100452,1,39.5,19.25
57548,Silver,2017-01-21,2017-01-21,123012244,220200200071,2,190.8,41.45
57549,Silver,2017-01-21,2017-01-21,123009989,210201000183,1,36.7,16.75
57597,Silver,2017-01-21,2017-01-21,123012249,240300200047,2,85.4,19.4
58164,Gold,2017-01-21,2017-01-21,123011902,220101200009,1,106.8,42.8
58206,Silver,2017-01-21,2017-01-21,123013782,240700100007,1,22.85,9.3
58685,Silver,2017-01-21,2017-01-25,123013810,240400200088,1,197.4,82.25
58868,Silver,2017-01-21,2017-01-21,123013835,240500200060,2,71,16.55
59407,Gold,2017-01-21,2017-01-21,123013846,240700200019,1,16.9,8.6
60884,Gold,2017-01-21,2017-01-21,123010508,220101200005,1,139,55.7
63554,Gold,2017-01-21,2017-01-25,123010527,240200200080,2,187.6,9.4
63963,Silver,2017-01-21,2017-01-21,123013919,220100700038,1,100.2,47.75
64381,GOLD,2017-01-21,2017-01-21,123013944,240700200025,1,14.6,6.2
70268,Gold,2017-01-21,2017-01-21,123011086,240200100136,1,756.7,436.9
71284,Silver,2017-01-21,2017-01-21,123010534,240100100598,1,77.2,32.9
72125,Silver,2017-01-21,2017-01-21,123012302,210200500016,2,105,22.25
72288,SILVER,2017-01-21,2017-01-25,123011110,240100100570,1,32.6,13.8
72806,Silver,2017-01-21,2017-01-21,123010556,220200100171,1,56.3,31.05
73218,SILVER,2017-01-21,2017-01-21,123011154,230100100040,2,341.2,70.95
74405,GOLD,2017-01-21,2017-01-25,123011935,220200100126,2,66.8,16.8
75900,Silver,2017-01-21,2017-01-21,123011166,220200100218,2,150.4,37.7
76462,Gold,2017-01-21,2017-01-25,123009079,220101400124,2,276.2,61.4
79535,Gold,2017-01-21,2017-01-26,123010649,210200900025,1,16.9,7.4
79866,Gold,2017-01-21,2017-01-21,123011210,220200200014,2,180,40.9
80725,Gold,2017-01-21,2017-01-26,123011996,220200200014,1,90,40.9
81399,SILVER,2017-01-21,2017-01-21,123009119,240100400040,2,842,205.9
83401,Silver,2017-01-21,2017-01-21,123009147,230100700011,2,504,103.95
84919,Silver,2017-01-21,2017-01-21,123012066,240500100059,1,61,26.55
85019,Gold,2017-01-21,2017-01-21,123011237,220100800038,1,123.7,59
85411,Gold,2017-01-21,2017-01-21,123012067,220200300082,1,71,32.3
86634,GOLD,2017-01-21,2017-01-29,123012073,220200100101,1,61,28.75
88081,Silver,2017-01-21,2017-01-22,123012359,230100500082,1,126.1,58.6
89193,Gold,2017-01-21,2017-01-27,123009216,240200200035,1,91.6,36.75
90671,GOLD,2017-01-21,2017-01-21,123012369,230100100018,2,312.2,66.1
91612,SILVER,2017-01-21,2017-01-21,123011283,220101400156,1,38.1,17.05
338,Silver,2017-01-22,2017-01-22,123014575,220100100604,1,37.3,18.75
1110,SILVER,2017-01-22,2017-01-24,123014576,240400200097,2,833.6,124.2
1653,Silver,2017-01-22,2017-01-26,123016180,210200400002,1,41.8,21
4114,Silver,2017-01-22,2017-01-22,123016924,210201000058,1,20.5,9.4
4736,Gold,2017-01-22,2017-01-22,123014609,220100700002,1,169.5,80.85
4983,Silver,2017-01-22,2017-01-25,123014617,240300200053,2,107,24.3
5543,Silver,2017-01-22,2017-01-22,123016932,210200400020,1,38,19.1
5571,GOLD,2017-01-22,2017-01-22,123018310,220100100235,1,32.6,16.4
6758,Silver,2017-01-22,2017-01-23,123018376,240500200100,2,45.4,10.85
6888,GOLD,2017-01-22,2017-01-22,123017851,240500200120,2,41.8,9.9
7408,Gold,2017-01-22,2017-01-22,123018397,220101400390,1,38.4,19.15
8802,GOLD,2017-01-22,2017-01-22,123016956,210201000209,1,54.2,24.2
9472,GOLD,2017-01-22,2017-01-28,123018454,240500200100,1,22.7,10.85
12933,GOLD,2017-01-22,2017-01-22,123016996,240100100380,1,9.2,4.3
15664,Silver,2017-01-22,2017-01-26,123014106,220101400112,3,122.7,18.6
16480,Silver,2017-01-22,2017-01-22,123017050,220101400371,1,25.7,12.8
17687,Silver,2017-01-22,2017-01-22,123018696,220100100638,1,55.6,23.7
18330,Gold,2017-01-22,2017-01-22,123018739,210200900014,1,35.7,17.35
18655,Silver,2017-01-22,2017-01-26,123014850,230100700009,1,540.7,276
18996,Gold,2017-01-22,2017-01-22,123014142,240100100498,3,27,3.5
19808,Silver,2017-01-22,2017-01-24,123018770,240500100033,1,65.4,28.95
20474,Silver,2017-01-22,2017-01-22,123018787,220200100224,1,144.9,72.55
22151,Gold,2017-01-22,2017-01-28,123017081,220100800047,1,76.6,36.5
22177,Gold,2017-01-22,2017-01-22,123018845,210200400002,1,41.8,21
22321,GOLD,2017-01-22,2017-01-22,123014878,220101400371,1,25.7,12.8
22983,Silver,2017-01-22,2017-01-23,123017882,220200100230,1,111.7,55.95
24464,SILVER,2017-01-22,2017-01-22,123014951,220100100570,1,22.7,11.45
24879,GOLD,2017-01-22,2017-01-22,123018909,240100200012,1,32.2,13.35
26492,Silver,2017-01-22,2017-01-22,123018932,220100100306,1,42.8,21.5
27265,Silver,2017-01-22,2017-01-23,123016284,240100200003,2,64.8,13.65
29064,Silver,2017-01-22,2017-01-22,123017420,220101400235,2,104.6,23.85
29916,Silver,2017-01-22,2017-01-27,123017101,220100100190,1,45.1,22.65
30388,Gold,2017-01-22,2017-01-27,123015044,230100100015,2,213.8,45.5
32905,Gold,2017-01-22,2017-01-24,123015077,240400300028,1,78.3,31.4
33780,Silver,2017-01-22,2017-01-22,123019065,220100900023,1,104.5,41.85
34373,Silver,2017-01-22,2017-01-22,123017907,220100700018,1,96,43.75
38574,Silver,2017-01-22,2017-01-22,123019176,210200900010,1,45.9,19.45
40423,Silver,2017-01-22,2017-01-22,123016380,240100400005,1,234.6,115.95
40869,Silver,2017-01-22,2017-01-22,123016385,220100100490,1,53.6,26.9
41101,Silver,2017-01-22,2017-01-22,123017934,220200100153,2,96.4,24.2
42116,Silver,2017-01-22,2017-01-22,123015745,220200200012,1,67.9,30.9
43376,Gold,2017-01-22,2017-01-22,123019300,220101400220,1,58.8,26.75
43728,SILVER,2017-01-22,2017-01-25,123019315,240700400034,1,13.2,5.95
44074,Silver,2017-01-22,2017-01-22,123017149,240500200093,1,40.9,19.45
45669,Gold,2017-01-22,2017-01-22,123017938,210200700013,1,10.1,3.6
46138,SILVER,2017-01-22,2017-01-22,123016419,240100400066,1,238.3,116.2
46539,Silver,2017-01-22,2017-01-22,123015250,240100100074,1,84,38.35
49954,Platinum,2017-01-22,2017-01-22,123017206,230100500085,1,237.6,97.9
50554,Gold,2017-01-22,2017-01-27,123015809,240100400086,1,94.6,47.25
52236,Gold,2017-01-22,2017-01-24,123019571,240800100077,2,953,206.15
54979,Silver,2017-01-22,2017-01-22,123015379,240500200083,1,67.3,28
56039,Gold,2017-01-22,2017-01-22,123019637,230100500096,1,35.5,17.25
56378,SILVER,2017-01-22,2017-01-22,123019641,240600100174,1,22.8,9.4
57357,Silver,2017-01-22,2017-01-22,123019669,240200200007,1,83.4,8.35
57591,GOLD,2017-01-22,2017-01-22,123017276,230100500022,1,150.1,64.1
58136,Silver,2017-01-22,2017-01-23,123015855,240100200014,1,55.4,22.8
61245,Gold,2017-01-22,2017-01-23,123019779,240100400136,1,90.9,45.4
62523,Silver,2017-01-22,2017-01-25,123015455,230100600028,1,96.7,48.45
65728,Silver,2017-01-22,2017-01-22,123019868,240300200017,2,110.8,25.15
74274,SILVER,2017-01-22,2017-01-22,123016583,240800200018,4,157.6,16.35
75114,SILVER,2017-01-22,2017-01-22,123017617,220100300020,2,22.6,4.55
75196,Gold,2017-01-22,2017-01-26,123014326,230100600028,5,483.5,48.45
75219,Silver,2017-01-22,2017-01-22,123018015,210201000209,1,54.2,24.2
76440,GOLD,2017-01-22,2017-01-22,123016638,220101400392,2,198.6,45.15
76782,Gold,2017-01-22,2017-01-22,123015951,220200100197,1,138.5,69.35
79846,SILVER,2017-01-22,2017-01-22,123016719,220200100160,1,34.9,17.55
82140,Gold,2017-01-22,2017-01-22,123014374,220101400351,2,93,21.2
83277,GOLD,2017-01-22,2017-01-23,123016038,220200300040,1,110.7,49.35
83869,Gold,2017-01-22,2017-01-27,123014044,240100100654,1,45.2,18.15
85230,Silver,2017-01-22,2017-01-28,123016049,240700400036,1,6.2,2.75
85308,Gold,2017-01-22,2017-01-22,123017696,230100200020,1,185.4,92.8
86303,Gold,2017-01-22,2017-01-22,123014387,240200200044,4,192.4,19.3
87291,Silver,2017-01-22,2017-01-22,123016813,220100500002,1,86.2,38
87406,Gold,2017-01-22,2017-01-22,123016111,240600100007,1,11.7,4.8
87974,GOLD,2017-01-22,2017-01-26,123016825,210200600054,1,79.1,33.05
88129,Gold,2017-01-22,2017-01-22,123017736,220101400182,1,38.6,17.25
91261,Silver,2017-01-22,2017-01-22,123016908,220100300029,2,379.4,80.9
92841,SILVER,2017-01-22,2017-01-24,123014496,220100100410,2,22.4,5.7
93092,Silver,2017-01-22,2017-01-22,123016139,240600100013,1,3.4,1.25
93133,Gold,2017-01-22,2017-01-22,123016912,230100100061,2,350.4,73.65
93407,Silver,2017-01-22,2017-01-22,123016919,210201000205,1,33.6,15.3
3554,Silver,2017-01-23,2017-01-23,123023763,220100400029,1,126.3,63.25
5100,GOLD,2017-01-23,2017-01-23,123021610,220100100632,1,46.4,23.3
6526,Gold,2017-01-23,2017-01-23,123024242,220100300029,4,758.8,80.9
9309,Silver,2017-01-23,2017-01-25,123022913,220100100240,1,39.6,19.9
11023,Gold,2017-01-23,2017-01-23,123020629,220100100629,1,53.3,26.75
11128,Gold,2017-01-23,2017-01-27,123021631,220200100150,1,44.9,22.55
11284,SILVER,2017-01-23,2017-01-23,123022922,240100200001,1,15.9,6.3
12645,Gold,2017-01-23,2017-01-23,123022927,220200100033,1,109.3,54.75
12737,Gold,2017-01-23,2017-01-23,123020682,220100300030,2,319.6,66.55
13014,Gold,2017-01-23,2017-01-23,123022944,240700400015,1,14.9,8.35
15137,Silver,2017-01-23,2017-01-23,123022959,220200300040,1,110.7,49.35
16296,Silver,2017-01-23,2017-01-27,123024416,240800200004,2,51.5,10.3
16725,Gold,2017-01-23,2017-01-23,123024441,220101400383,1,48,23.95
19365,Gold,2017-01-23,2017-01-27,123024488,240500200058,1,23.1,11.05
20964,Gold,2017-01-23,2017-01-23,123024533,240300100020,2,28.2,6.05
21316,SILVER,2017-01-23,2017-01-23,123024542,220200300056,1,93.1,42.45
22297,Silver,2017-01-23,2017-01-23,123020804,220200300083,1,53,26.6
22338,Gold,2017-01-23,2017-01-23,123022980,220100500010,1,93,41
22605,Gold,2017-01-23,2017-01-25,123020809,230100200073,2,93.8,20.2
23535,Silver,2017-01-23,2017-01-25,123020811,220100100470,1,107.5,53.7
24473,Silver,2017-01-23,2017-01-29,123024619,240600100016,1,51.7,20.5
25276,SILVER,2017-01-23,2017-01-23,123022982,220100100358,1,41.5,20.85
26075,Gold,2017-01-23,2017-01-23,123022996,210200900028,1,56.6,25.35
26342,Silver,2017-01-23,2017-01-23,123023345,220101400051,1,111.1,50.65
27346,Silver,2017-01-23,2017-01-23,123024710,240100400046,1,328.3,165.95
27395,Silver,2017-01-23,2017-01-23,123024711,210200900021,1,57.2,22.95
27395,Gold,2017-01-23,2017-01-28,123024713,240500100057,1,38.4,17.1
29897,GOLD,2017-01-23,2017-01-23,123022267,220101400305,1,23.2,11.7
31022,SILVER,2017-01-23,2017-01-23,123020950,220200100099,1,157.8,79
31934,Silver,2017-01-23,2017-01-23,123020960,220100300037,2,231.6,48.7
32190,Gold,2017-01-23,2017-01-23,123023047,220200100197,1,138.5,69.35
32192,Gold,2017-01-23,2017-01-23,123024800,240100400014,1,251.4,125.65
32232,Gold,2017-01-23,2017-01-23,123024808,240100400125,1,114.2,44.6
32549,Gold,2017-01-23,2017-01-23,123024816,240400300032,2,63.8,12.85
33388,Gold,2017-01-23,2017-01-23,123022281,210200300020,1,42.8,19.15
33625,Gold,2017-01-23,2017-01-23,123024842,240100100481,1,8.1,3.15
33915,Silver,2017-01-23,2017-01-23,123024852,210200500015,1,17.8,8.25
34475,GOLD,2017-01-23,2017-01-23,123021008,240100100186,1,273,122.8
35225,Gold,2017-01-23,2017-01-23,123021018,220101400143,1,34.9,15.6
35331,GOLD,2017-01-23,2017-01-23,123023812,220100400029,1,126.3,63.25
35906,Silver,2017-01-23,2017-01-26,123024936,240700400017,1,41.4,19.4
35986,Silver,2017-01-23,2017-01-23,123024947,220100700027,1,57.9,29.05
36133,SILVER,2017-01-23,2017-01-23,123023056,210200600048,1,39.9,18.75
38783,SILVER,2017-01-23,2017-01-25,123022310,210200500006,1,24,11.95
40451,Gold,2017-01-23,2017-01-25,123021055,230100600031,2,177,42.45
40774,Gold,2017-01-23,2017-01-27,123021467,230100100005,2,313.8,66.75
42246,Silver,2017-01-23,2017-01-24,123025045,210201000020,1,34.1,15.55
43299,Silver,2017-01-23,2017-01-23,123025121,230100600013,1,71.7,35.95
46098,Gold,2017-01-23,2017-01-23,123023104,240100200002,2,30.6,6.05
46773,Silver,2017-01-23,2017-01-23,123021773,220200100197,1,138.5,69.35
47483,Gold,2017-01-23,2017-01-23,123023425,220100100458,1,122.4,61.15
47773,Silver,2017-01-23,2017-01-24,123025184,240500200075,1,29.7,12.4
47795,Silver,2017-01-23,2017-01-23,123022400,240100200014,1,55.4,22.8
48004,Gold,2017-01-23,2017-01-27,123021134,230100200059,1,38.5,16.5
48982,Gold,2017-01-23,2017-01-23,123023832,240100200004,1,35.2,14.8
49147,Silver,2017-01-23,2017-01-23,123023834,220200300016,1,101,46.05
50363,GOLD,2017-01-23,2017-01-24,123025314,240500200080,1,55.5,23.1
50902,SILVER,2017-01-23,2017-01-23,123025345,240500200092,1,32.7,15.7
52142,Gold,2017-01-23,2017-01-23,123025430,240500100062,1,54.6,23.85
54014,GOLD,2017-01-23,2017-01-27,123023145,220100400005,1,81.3,40.75
54625,Gold,2017-01-23,2017-01-27,123023162,220100100044,1,102.1,48.65
55887,GOLD,2017-01-23,2017-01-23,123025524,230100500092,1,115.6,48.15
56796,Gold,2017-01-23,2017-01-27,123025578,240400300034,1,34.2,13.75
56963,Gold,2017-01-23,2017-01-23,123021241,220200100060,1,55.4,29.35
57503,Silver,2017-01-23,2017-01-23,123025582,230100100039,2,116.4,23.35
58011,Gold,2017-01-23,2017-01-23,123021798,220101400213,1,67.4,30.05
60170,Silver,2017-01-23,2017-01-27,123025633,240800200058,2,80.8,18.25
60266,PLATINUM,2017-01-23,2017-01-23,123021504,240400300032,1,31.9,12.85
60825,Gold,2017-01-23,2017-01-23,123023198,240400100006,2,25.8,4.55
62334,GOLD,2017-01-23,2017-01-27,123025675,240500200092,2,65.4,15.7
62516,Gold,2017-01-23,2017-01-23,123023213,220200100008,2,116.2,29.15
64333,SILVER,2017-01-23,2017-01-23,123025744,220100100246,1,31.7,15.95
70915,Silver,2017-01-23,2017-01-23,123021833,240200200082,1,52.8,21.3
71658,Silver,2017-01-23,2017-01-24,123023915,230100700008,2,988.8,241
72113,Silver,2017-01-23,2017-01-23,123022632,210201000178,2,95.8,21.85
72618,Gold,2017-01-23,2017-01-23,123020224,230100700004,2,720,199
73280,Gold,2017-01-23,2017-02-02,123020230,210200600025,2,77,17.9
73721,Gold,2017-01-23,2017-01-23,123023918,240100400019,1,113.4,54.5
74405,Silver,2017-01-23,2017-01-23,123023545,230100600022,1,84.1,42.15
77987,SILVER,2017-01-23,2017-01-27,123023560,220200300062,2,209.4,47.65
79544,Gold,2017-01-23,2017-01-27,123023582,220200300004,1,52.3,23.9
79589,Gold,2017-01-23,2017-01-24,123022714,240100400080,1,219.9,109.9
79691,Silver,2017-01-23,2017-01-25,123022718,240100100691,1,51.4,20.6
80516,Gold,2017-01-23,2017-01-27,123020265,210201000106,3,87.3,13.35
81482,Gold,2017-01-23,2017-01-23,123023983,220100300039,4,817.6,87.15
82971,Silver,2017-01-23,2017-01-27,123020484,240200200091,1,176.1,70.5
85953,Gold,2017-01-23,2017-01-23,123022789,240100400062,1,113.2,54
86013,Gold,2017-01-23,2017-01-23,123020350,230100600022,4,336.4,42.15
89094,Gold,2017-01-23,2017-01-27,123022061,240100200001,2,31.8,6.3
90573,SILVER,2017-01-23,2017-01-23,123023673,230100600023,1,73.4,36.8
90577,Gold,2017-01-23,2017-01-23,123020418,210201100005,2,74.2,16.15
91309,SILVER,2017-01-23,2017-01-23,123024045,210201000086,1,17.1,7.65
91365,Gold,2017-01-23,2017-01-24,123019884,240100200005,1,32.4,13.65
91981,Silver,2017-01-23,2017-01-24,123022111,240200200014,1,129.2,13.3
92380,Gold,2017-01-23,2017-01-23,123024075,220100500018,2,131.6,30
362,Gold,2017-01-24,2017-01-26,123026254,220200300095,1,117,53.3
